kommune;kommune_nr;kommune_navn;bosetting.anmodning;bosetting.vedtak;bosetting.bosatt;bosetting.bosatt_per_1000;bosetting.bosatt_av_anmodede;bosetting.bosatt_av_vedtak;bosetting.bosatt_siste_trear;bosetting.bosatt_per_1000_snitt_trear;;;
1222 Fitjar;1222;Fitjar;10,00;.;0,00;0;0;.;.;.;;;
1223 Tysnes;1223;Tysnes;10,00;5,00;0,00;0;0;0,00;.;.;;;
1224 Kvinnherad;1224;Kvinnherad;30,00;.;7,00;0,529020556;23,33333333;.;.;.;;;
1227 Jondal;1227;Jondal;5,00;.;0,00;0;0;.;.;.;;;
1228 Odda;1228;Odda;30,00;20,00;24,00;3,42563517;80;120,00;.;.;;;
1231 Ullensvang;1231;Ullensvang;25,00;15,00;16,00;4,749183734;64;106,67;.;.;;;
1232 Eidfjord;1232;Eidfjord;5,00;5,00;4,00;4,210526316;80;80,00;.;.;;;
1233 Ulvik;1233;Ulvik;5,00;.;0,00;0;0;.;.;.;;;
1234 Granvin;1234;Granvin;5,00;0,00;0,00;0;0;.;.;.;;;
1235 Voss;1235;Voss;40,00;25,00;25,00;1,764539808;62,5;100,00;.;.;;;
1238 Kvam;1238;Kvam;25,00;15,00;1,00;0,116495806;4;6,67;.;.;;;
1241 Fusa;1241;Fusa;10,00;.;0,00;0;0;.;.;.;;;
1242 Samnanger;1242;Samnanger;25,00;0,00;0,00;0;0;.;.;.;;;
1243 Os (Hord.);1243;Os (Hord.);25,00;10,00;9,00;0,481850305;36;90,00;.;.;;;
1244 Austevoll;1244;Austevoll;20,00;.;2,00;0,406173842;10;.;.;.;;;
1245 Sund;1245;Sund;25,00;0,00;2,00;0,301431801;8;.;.;.;;;
1246 Fjell;1246;Fjell;45,00;20,00;12,00;0,503102465;26,66666667;60,00;.;.;;;
1247 Askøy;1247;Askøy;45,00;25,00;22,00;0,804505229;48,88888889;88,00;.;.;;;
1251 Vaksdal;1251;Vaksdal;25,00;6,00;8,00;1,93236715;32;133,33;.;.;;;
1252 Modalen;1252;Modalen;5,00;0,00;0,00;0;0;.;.;.;;;
1253 Osterøy;1253;Osterøy;20,00;.;0,00;0;0;.;.;.;;;
1256 Meland;1256;Meland;35,00;10,00;12,00;1,590668081;34,28571429;120,00;.;.;;;
1259 Øygarden;1259;Øygarden;35,00;15,00;15,00;3,18877551;42,85714286;100,00;.;.;;;
1260 Radøy;1260;Radøy;25,00;6,00;3,00;0,595356221;12;50,00;.;.;;;
1263 Lindås;1263;Lindås;25,00;17,00;14,00;0,929059659;56;82,35;.;.;;;
1264 Austrheim;1264;Austrheim;10,00;15,00;4,00;1,411930815;40;26,67;.;.;;;
1265 Fedje;1265;Fedje;5,00;0,00;0,00;0;0;.;.;.;;;
1266 Masfjorden;1266;Masfjorden;5,00;0,00;0,00;0;0;.;.;.;;;
1401 Flora;1401;Flora;40,00;40,00;39,00;3,310977163;97,5;97,50;.;.;;;
1411 Gulen;1411;Gulen;10,00;.;0,00;0;0;.;.;.;;;
1412 Solund;1412;Solund;5,00;.;0,00;0;0;.;.;.;;;
1413 Hyllestad;1413;Hyllestad;5,00;8,00;7,00;5,032350827;140;87,50;.;.;;;
1416 Høyanger;1416;Høyanger;15,00;9,00;17,00;4,06406885;113,3333333;188,89;.;.;;;
1417 Vik;1417;Vik;10,00;10,00;1,00;0,37202381;10;10,00;.;.;;;
1418 Balestrand;1418;Balestrand;15,00;0,00;0,00;0;0;.;.;.;;;
1419 Leikanger;1419;Leikanger;10,00;10,00;5,00;2,204585538;50;50,00;.;.;;;
1420 Sogndal;1420;Sogndal;35,00;35,00;34,00;4,460186278;97,14285714;97,14;.;.;;;
1421 Aurland;1421;Aurland;5,00;.;0,00;0;0;.;.;.;;;
1422 Lærdal;1422;Lærdal;15,00;.;0,00;0;0;.;.;.;;;
1424 Årdal;1424;Årdal;20,00;.;0,00;0;0;.;.;.;;;
1426 Luster;1426;Luster;15,00;10,00;11,00;2,161524858;73,33333333;110,00;.;.;;;
1428 Askvoll;1428;Askvoll;10,00;.;0,00;0;0;.;.;.;;;
1429 Fjaler;1429;Fjaler;10,00;0,00;0,00;0;0;.;.;.;;;
1430 Gaular;1430;Gaular;10,00;.;0,00;0;0;.;.;.;;;
1431 Jølster;1431;Jølster;15,00;5,00;2,00;0,651465798;13,33333333;40,00;.;.;;;
1432 Førde;1432;Førde;40,00;20,00;23,00;1,813165156;57,5;115,00;.;.;;;
1433 Naustdal;1433;Naustdal;10,00;.;0,00;0;0;.;.;.;;;
1438 Bremanger;1438;Bremanger;25,00;.;0,00;0;0;.;.;.;;;
1439 Vågsøy;1439;Vågsøy;10,00;.;0,00;0;0;.;.;.;;;
1441 Selje;1441;Selje;10,00;.;0,00;0;0;.;.;.;;;
1443 Eid;1443;Eid;30,00;10,00;9,00;1,518731016;30;90,00;.;.;;;
1444 Hornindal;1444;Hornindal;5,00;.;0,00;0;0;.;.;.;;;
1445 Gloppen;1445;Gloppen;30,00;15,00;16,00;2,809975413;53,33333333;106,67;.;.;;;
1449 Stryn;1449;Stryn;35,00;20,00;20,00;2,803476311;57,14285714;100,00;.;.;;;
1502 Molde;1502;Molde;55,00;55,00;53,00;2,03470516;96,36363636;96,36;.;.;;;
1504 Ålesund;1504;Ålesund;60,00;40,00;40,00;0,874374276;66,66666667;100,00;.;.;;;
1505 Kristiansund;1505;Kristiansund;50,00;40,00;42,00;1,721664275;84;105,00;.;.;;;
1511 Vanylven;1511;Vanylven;0,00;.;0,00;0;.;.;.;.;;;
1514 Sande (M. og R.);1514;Sande (M. og R.);10,00;.;0,00;0;0;.;.;.;;;
1515 Herøy (M. og R.);1515;Herøy (M. og R.);25,00;10,00;10,00;1,130326664;40;100,00;.;.;;;
1516 Ulstein;1516;Ulstein;25,00;20,00;21,00;2,595155709;84;105,00;.;.;;;
1517 Hareid;1517;Hareid;15,00;10,00;0,00;0;0;0,00;.;.;;;
1519 Volda;1519;Volda;30,00;25,00;23,00;2,581658997;76,66666667;92,00;.;.;;;
1520 Ørsta;1520;Ørsta;35,00;25,00;23,00;2,182991648;65,71428571;92,00;.;.;;;
1523 Ørskog;1523;Ørskog;10,00;10,00;4,00;1,73837462;40;40,00;.;.;;;
1524 Norddal;1524;Norddal;0,00;.;0,00;0;.;.;.;.;;;
1525 Stranda;1525;Stranda;10,00;0,00;0,00;0;0;.;.;.;;;
1526 Stordal;1526;Stordal;0,00;.;1,00;0,966183575;.;.;.;.;;;
1528 Sykkylven;1528;Sykkylven;20,00;5,00;20,00;2,587322122;100;400,00;.;.;;;
1529 Skodje;1529;Skodje;15,00;0,00;0,00;0;0;.;.;.;;;
1531 Sula;1531;Sula;20,00;6,00;7,00;0,809155011;35;116,67;.;.;;;
1532 Giske;1532;Giske;15,00;6,00;5,00;0,646078305;33,33333333;83,33;.;.;;;
1534 Haram;1534;Haram;25,00;10,00;11,00;1,210920299;44;110,00;.;.;;;
1535 Vestnes;1535;Vestnes;15,00;15,00;17,00;2,569916856;113,3333333;113,33;.;.;;;
1539 Rauma;1539;Rauma;15,00;.;0,00;0;0;.;.;.;;;
1543 Nesset;1543;Nesset;10,00;.;0,00;0;0;.;.;.;;;
1545 Midsund;1545;Midsund;0,00;.;0,00;0;.;.;.;.;;;
1546 Sandøy;1546;Sandøy;0,00;.;0,00;0;.;.;.;.;;;
1547 Aukra;1547;Aukra;10,00;0,00;1,00;0,296120817;10;.;.;.;;;
1548 Fræna;1548;Fræna;25,00;15,00;9,00;0,925925926;36;60,00;.;.;;;
1551 Eide;1551;Eide;15,00;5,00;3,00;0,864304235;20;60,00;.;.;;;
1554 Averøy;1554;Averøy;15,00;15,00;15,00;2,637594514;100;100,00;.;.;;;
1557 Gjemnes;1557;Gjemnes;0,00;.;0,00;0;.;.;.;.;;;
1560 Tingvoll;1560;Tingvoll;10,00;5,00;3,00;0,979112272;30;60,00;.;.;;;
1563 Sunndal;1563;Sunndal;25,00;25,00;41,00;5,717473156;164;164,00;.;.;;;
1566 Surnadal;1566;Surnadal;15,00;15,00;11,00;1,847497481;73,33333333;73,33;.;.;;;
1567 Rindal;1567;Rindal;0,00;.;0,00;0;.;.;.;.;;;
1571 Halsa;1571;Halsa;0,00;.;0,00;0;.;.;.;.;;;
1573 Smøla;1573;Smøla;0,00;.;0,00;0;.;.;.;.;;;
1576 Aure;1576;Aure;10,00;5,00;13,00;3,634330445;130;260,00;.;.;;;
1601 Trondheim;1601;Trondheim;290,00;250,00;251,00;1,378855715;86,55172414;100,40;.;.;;;
1612 Hemne;1612;Hemne;10,00;3,00;2,00;0,473484848;20;66,67;.;.;;;
1613 Snillfjord;1613;Snillfjord;0,00;.;0,00;0;.;.;.;.;;;
1617 Hitra;1617;Hitra;10,00;.;1,00;0,221141088;10;.;.;.;;;
1620 Frøya;1620;Frøya;10,00;.;0,00;0;0;.;.;.;;;
1621 Ørland;1621;Ørland;15,00;.;0,00;0;0;.;.;.;;;
1622 Agdenes;1622;Agdenes;0,00;.;0,00;0;.;.;.;.;;;
1624 Rissa;1624;Rissa;15,00;15,00;14,00;2,106530244;93,33333333;93,33;.;.;;;
1627 Bjugn;1627;Bjugn;10,00;0,00;0,00;0;0;.;.;.;;;
1630 Åfjord;1630;Åfjord;10,00;.;1,00;0,308451573;10;.;.;.;;;
1632 Roan;1632;Roan;0,00;.;0,00;0;.;.;.;.;;;
1633 Osen;1633;Osen;0,00;.;0,00;0;.;.;.;.;;;
1634 Oppdal;1634;Oppdal;20,00;15,00;15,00;2,201350161;75;100,00;.;.;;;
1635 Rennebu;1635;Rennebu;10,00;10,00;11,00;4,303599374;110;110,00;.;.;;;
1636 Meldal;1636;Meldal;10,00;.;0,00;0;0;.;.;.;;;
1638 Orkdal;1638;Orkdal;25,00;20,00;21,00;1,805985552;84;105,00;.;.;;;
1640 Røros;1640;Røros;15,00;10,00;3,00;0,537345513;20;30,00;.;.;;;
1644 Holtålen;1644;Holtålen;0,00;.;0,00;0;.;.;.;.;;;
1648 Midtre Gauldal;1648;Midtre Gauldal;15,00;8,00;9,00;1,414871875;60;112,50;.;.;;;
1653 Melhus;1653;Melhus;30,00;15,00;16,00;1,009845998;53,33333333;106,67;.;.;;;
1657 Skaun;1657;Skaun;20,00;8,00;4,00;0,541125541;20;50,00;.;.;;;
1662 Klæbu;1662;Klæbu;15,00;.;0,00;0;0;.;.;.;;;
1663 Malvik;1663;Malvik;25,00;15,00;13,00;0,972253384;52;86,67;.;.;;;
1664 Selbu;1664;Selbu;10,00;.;0,00;0;0;.;.;.;;;
1665 Tydal;1665;Tydal;0,00;.;0,00;0;.;.;.;.;;;
1702 Steinkjer;1702;Steinkjer;45,00;30,00;32,00;1,484574345;71,11111111;106,67;.;.;;;
1703 Namsos;1703;Namsos;40,00;40,00;43,00;3,286707942;107,5;107,50;.;.;;;
1711 Meråker;1711;Meråker;20,00;10,00;10,00;3,916960439;50;100,00;.;.;;;
1714 Stjørdal;1714;Stjørdal;45,00;35,00;37,00;1,631177534;82,22222222;105,71;.;.;;;
1717 Frosta;1717;Frosta;10,00;.;0,00;0;0;.;.;.;;;
1718 Leksvik;1718;Leksvik;10,00;10,00;11,00;3,094233474;110;110,00;.;.;;;
1719 Levanger;1719;Levanger;45,00;45,00;43,00;2,238184468;95,55555556;95,56;.;.;;;
1721 Verdal;1721;Verdal;35,00;25,00;25,00;1,690559913;71,42857143;100,00;.;.;;;
1724 Verran;1724;Verran;15,00;15,00;17,00;6,635441062;113,3333333;113,33;.;.;;;
1725 Namdalseid;1725;Namdalseid;10,00;.;0,00;0;0;.;.;.;;;
1736 Snåsa;1736;Snåsa;10,00;10,00;10,00;4,638218924;100;100,00;.;.;;;
1738 Lierne;1738;Lierne;0,00;.;0,00;0;.;.;.;.;;;
1739 Røyrvik;1739;Røyrvik;0,00;.;0,00;0;.;.;.;.;;;
1740 Namsskogan;1740;Namsskogan;0,00;.;0,00;0;.;.;.;.;;;
1742 Grong;1742;Grong;15,00;10,00;11,00;4,491629236;73,33333333;110,00;.;.;;;
1743 Høylandet;1743;Høylandet;10,00;.;0,00;0;0;.;.;.;;;
1744 Overhalla;1744;Overhalla;10,00;10,00;10,00;2,679528403;100;100,00;.;.;;;
1748 Fosnes;1748;Fosnes;0,00;.;0,00;0;.;.;.;.;;;
1749 Flatanger;1749;Flatanger;0,00;.;0,00;0;.;.;.;.;;;
1750 Vikna;1750;Vikna;15,00;10,00;10,00;2,314279102;66,66666667;100,00;.;.;;;
1751 Nærøy;1751;Nærøy;15,00;15,00;20,00;3,949447077;133,3333333;133,33;.;.;;;
1755 Leka;1755;Leka;0,00;.;0,00;0;.;.;.;.;;;
1756 Inderøy (f.o.m. 2012);1756;Inderøy (f.o.m. 2012);0,00;.;10,00;1,488095238;.;.;.;.;;;
1804 Bodø;1804;Bodø;90,00;70,00;72,00;1,447789105;80;102,86;.;.;;;
1805 Narvik;1805;Narvik;55,00;40,00;42,00;2,245388933;76,36363636;105,00;.;.;;;
1811 Bindal;1811;Bindal;0,00;.;0,00;0;.;.;.;.;;;
1812 Sømna;1812;Sømna;20,00;10,00;9,00;4,396678065;45;90,00;.;.;;;
1813 Brønnøy;1813;Brønnøy;30,00;25,00;19,00;2,405976953;63,33333333;76,00;.;.;;;
1815 Vega;1815;Vega;0,00;.;0,00;0;.;.;.;.;;;
1816 Vevelstad;1816;Vevelstad;0,00;.;0,00;0;.;.;.;.;;;
1818 Herøy (Nordl.);1818;Herøy (Nordl.);10,00;0,00;0,00;0;0;.;.;.;;;
1820 Alstahaug;1820;Alstahaug;30,00;30,00;31,00;4,192588585;103,3333333;103,33;.;.;;;
1822 Leirfjord;1822;Leirfjord;15,00;20,00;21,00;9,597806216;140;105,00;.;.;;;
1824 Vefsn;1824;Vefsn;30,00;25,00;23,00;1,731145567;76,66666667;92,00;.;.;;;
1825 Grane;1825;Grane;0,00;.;0,00;0;.;.;.;.;;;
1826 Hattfjelldal;1826;Hattfjelldal;15,00;10,00;1,00;0,666666667;6,666666667;10,00;.;.;;;
1827 Dønna;1827;Dønna;15,00;0,00;0,00;0;0;.;.;.;;;
1828 Nesna;1828;Nesna;15,00;11,00;15,00;7,886435331;100;136,36;.;.;;;
1832 Hemnes;1832;Hemnes;10,00;.;4,00;0,878541621;40;.;.;.;;;
1833 Rana;1833;Rana;60,00;50,00;42,00;1,618933816;70;84,00;.;.;;;
1834 Lurøy;1834;Lurøy;0,00;.;0,00;0;.;.;.;.;;;
1835 Træna;1835;Træna;0,00;.;0,00;0;.;.;.;.;;;
1836 Rødøy;1836;Rødøy;0,00;.;0,00;0;.;.;.;.;;;
1837 Meløy;1837;Meløy;15,00;15,00;15,00;2,310892004;100;100,00;.;.;;;
1838 Gildeskål;1838;Gildeskål;15,00;15,00;15,00;7,414730598;100;100,00;.;.;;;
1839 Beiarn;1839;Beiarn;10,00;10,00;9,00;8,272058824;90;90,00;.;.;;;
1840 Saltdal;1840;Saltdal;10,00;10,00;17,00;3,624733475;170;170,00;.;.;;;
1841 Fauske;1841;Fauske;20,00;18,00;15,00;1,569694433;75;83,33;.;.;;;
1845 Sørfold;1845;Sørfold;0,00;.;0,00;0;.;.;.;.;;;
1848 Steigen;1848;Steigen;10,00;10,00;9,00;3,489724699;90;90,00;.;.;;;
1849 Hamarøy;1849;Hamarøy;15,00;15,00;16,00;8,791208791;106,6666667;106,67;.;.;;;
1850 Tysfjord;1850;Tysfjord;10,00;10,00;1,00;0,5;10;10,00;.;.;;;
1851 Lødingen;1851;Lødingen;15,00;10,00;7,00;3,113879004;46,66666667;70,00;.;.;;;
1852 Tjeldsund;1852;Tjeldsund;0,00;.;0,00;0;.;.;.;.;;;
1853 Evenes;1853;Evenes;10,00;.;5,00;3,594536305;50;.;.;.;;;
1854 Ballangen;1854;Ballangen;10,00;10,00;10,00;3,859513701;100;100,00;.;.;;;
1856 Røst;1856;Røst;10,00;.;0,00;0;0;.;.;.;;;
1857 Værøy;1857;Værøy;0,00;.;0,00;0;.;.;.;.;;;
1859 Flakstad;1859;Flakstad;0,00;.;0,00;0;.;.;.;.;;;
1860 Vestvågøy;1860;Vestvågøy;40,00;40,00;36,00;3,273620078;90;90,00;.;.;;;
1865 Vågan;1865;Vågan;40,00;40,00;37,00;4,011709856;92,5;92,50;.;.;;;
1866 Hadsel;1866;Hadsel;30,00;15,00;16,00;1,972386588;53,33333333;106,67;.;.;;;
1867 Bø (Nordl.);1867;Bø (Nordl.);10,00;15,00;15,00;5,677517033;150;100,00;.;.;;;
1868 Øksnes;1868;Øksnes;20,00;10,00;6,00;1,315212626;30;60,00;.;.;;;
1870 Sortland;1870;Sortland;30,00;25,00;29,00;2,863066443;96,66666667;116,00;.;.;;;
1871 Andøy;1871;Andøy;30,00;30,00;28,00;5,607850991;93,33333333;93,33;.;.;;;
1874 Moskenes;1874;Moskenes;0,00;.;0,00;0;.;.;.;.;;;
1902 Tromsø;1902;Tromsø;100,00;100,00;113,00;1,578432742;113;113,00;.;.;;;
1903 Harstad;1903;Harstad;0,00;.;60,00;2,454891371;.;.;.;.;;;
1911 Kvæfjord;1911;Kvæfjord;10,00;0,00;3,00;0,965561635;30;.;.;.;;;
1913 Skånland;1913;Skånland;10,00;10,00;8,00;2,710945442;80;80,00;.;.;;;
1917 Ibestad;1917;Ibestad;15,00;5,00;2,00;1,39275766;13,33333333;40,00;.;.;;;
1919 Gratangen;1919;Gratangen;10,00;5,00;1,00;0,881057269;10;20,00;.;.;;;
1920 Lavangen;1920;Lavangen;10,00;.;0,00;0;0;.;.;.;;;
1922 Bardu;1922;Bardu;10,00;10,00;12,00;3,011292346;120;120,00;.;.;;;
1923 Salangen;1923;Salangen;20,00;20,00;17,00;7,647323437;85;85,00;.;.;;;
1924 Målselv;1924;Målselv;20,00;10,00;13,00;1,95960205;65;130,00;.;.;;;
1925 Sørreisa;1925;Sørreisa;15,00;14,00;14,00;4,057971014;93,33333333;100,00;.;.;;;
1926 Dyrøy;1926;Dyrøy;0,00;.;0,00;0;.;.;.;.;;;
1927 Tranøy;1927;Tranøy;15,00;15,00;16,00;10,59602649;106,6666667;106,67;.;.;;;
1928 Torsken;1928;Torsken;0,00;.;0,00;0;.;.;.;.;;;
1929 Berg;1929;Berg;15,00;10,00;11,00;11,98257081;73,33333333;110,00;.;.;;;
1931 Lenvik;1931;Lenvik;40,00;40,00;54,00;4,672492861;135;135,00;.;.;;;
1933 Balsfjord;1933;Balsfjord;20,00;.;0,00;0;0;.;.;.;;;
1936 Karlsøy;1936;Karlsøy;0,00;.;0,00;0;.;.;.;.;;;
1938 Lyngen;1938;Lyngen;0,00;.;0,00;0;.;.;.;.;;;
1939 Storfjord;1939;Storfjord;10,00;5,00;4,00;2,060793405;40;80,00;.;.;;;
1940 Gáivuotna Kåfjord;1940;Gáivuotna Kåfjord;0,00;.;0,00;0;.;.;.;.;;;
1941 Skjervøy;1941;Skjervøy;10,00;.;1,00;0,347101701;10;.;.;.;;;
1942 Nordreisa;1942;Nordreisa;20,00;10,00;10,00;2,060156572;50;100,00;.;.;;;
1943 Kvænangen;1943;Kvænangen;0,00;.;0,00;0;.;.;.;.;;;
2002 Vardø;2002;Vardø;20,00;.;0,00;0;0;.;.;.;;;
2003 Vadsø;2003;Vadsø;90,00;80,00;93,00;14,9445605;103,3333333;116,25;.;.;;;
2004 Hammerfest;2004;Hammerfest;25,00;30,00;33,00;3,207932342;132;110,00;.;.;;;
2011 Guovdageaidnu Kautokeino;2011;Guovdageaidnu Kautokeino;0,00;.;0,00;0;.;.;.;.;;;
2012 Alta;2012;Alta;30,00;35,00;37,00;1,866612854;123,3333333;105,71;.;.;;;
2014 Loppa;2014;Loppa;0,00;.;0,00;0;.;.;.;.;;;
2015 Hasvik;2015;Hasvik;0,00;.;0,00;0;.;.;.;.;;;
2017 Kvalsund;2017;Kvalsund;0,00;.;0,00;0;.;.;.;.;;;
2018 Måsøy;2018;Måsøy;0,00;.;0,00;0;.;.;.;.;;;
2019 Nordkapp;2019;Nordkapp;10,00;0,00;0,00;0;0;.;.;.;;;
2020 Porsanger;2020;Porsanger Porsángu Porsanki;15,00;15,00;17,00;4,289679536;113,3333333;113,33;.;.;;;
2021 Kárásjohka Karasjok;2021;Kárásjohka Karasjok;0,00;.;0,00;0;.;.;.;.;;;
2022 Lebesby;2022;Lebesby;0,00;.;0,00;0;.;.;.;.;;;
2023 Gamvik;2023;Gamvik;0,00;.;0,00;0;.;.;.;.;;;
2024 Berlevåg;2024;Berlevåg;0,00;.;0,00;0;.;.;.;.;;;
2025 Deatnu Tana;2025;Deatnu Tana;0,00;.;0,00;0;.;.;.;.;;;
2027 Unjargga-Nesseby;2027;Unjárga Nesseby;0,00;10,00;8,00;8,705114255;.;80,00;.;.;;;
2028 Båtsfjord;2028;Båtsfjord;10,00;0,00;0,00;0;0;.;.;.;;;
2030 Sør-Varanger;2030;Sør-Varanger;35,00;35,00;35,00;3,468780971;100;100,00;.;.;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
